t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
58059566.0,-4.58,0.93,-9.04,-0.02,0.03,-0.04,979.2,130.8,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059592.0,-4.49,0.95,-9.05,0.01,0.0,0.01,978.6,132.45,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059618.0,-4.58,0.89,-9.06,0.0,0.02,-0.07,978.3,129.75,340.95,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059644.0,-4.64,0.9,-9.11,-0.01,0.01,-0.01,977.1,131.25,340.95,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059669.0,-4.5,0.88,-9.07,-0.03,-0.02,0.03,977.4,130.8,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059696.0,-4.61,0.93,-8.97,-0.03,0.01,-0.03,977.1,129.75,340.95,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059722.0,-4.46,0.92,-8.98,0.02,0.03,0.05,977.85,130.5,341.25,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059748.0,-4.54,1.06,-9.1,-0.01,0.04,-0.06,979.35,131.25,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059774.0,-4.5,0.96,-8.97,0.01,-0.01,-0.06,979.35,130.2,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059800.0,-4.46,0.91,-9.04,0.04,0.04,0.03,977.7,131.4,342.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059826.0,-4.62,0.98,-8.99,-0.03,-0.01,-0.06,977.4,130.35,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059852.0,-4.65,0.96,-9.13,-0.02,0.03,0.06,978.3,130.5,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059877.0,-4.6,0.96,-9.01,-0.01,0.04,-0.04,978.6,131.7,341.55,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059904.0,-4.55,0.88,-9.02,-0.02,0.05,0.0,978.0,132.9,339.3,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059930.0,-4.56,0.91,-9.0,0.01,-0.0,-0.06,977.7,130.8,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059956.0,-4.63,1.02,-9.07,-0.03,-0.03,-0.05,976.8,129.75,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58059982.0,-4.61,0.99,-9.01,0.0,0.01,-0.03,978.3,130.5,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060008.0,-4.58,0.99,-9.09,0.0,-0.05,0.06,978.3,130.95,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060034.0,-4.5,1.02,-9.15,0.01,0.05,-0.06,977.7,130.8,339.0,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060060.0,-4.57,0.99,-9.09,-0.01,-0.02,-0.05,978.45,131.4,339.0,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060085.0,-4.59,1.0,-9.08,-0.0,0.02,0.03,977.85,130.95,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
